name,position,team,pass_yds,pass_td,rush_yds,rush_td,rec,rec_yds,rec_td,return_td,off_fumble_return_td,two_pt,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50_plus,pat_made,def_td,def_safety,def_return_td,def_xp_returned,def_points_allowed
Tampa Bay Buccaneers,DEF,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.5999999999999
Tank Bigsby,RB,PHI,0.0,0.0,436.86875,3.359375,3.8093749999999997,34.44375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Conner,TE,NYG,0.0,0.0,0.0,0.0,17.0,171.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Hudson,TE,CIN,0.0,0.0,0.38636363636363635,0.0,28.54840909090909,248.54,1.9588636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner McKee,QB,PHI,1629.4999999999998,13.000000000000002,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taysom Hill,QB,NO,69.10745192307692,0.9439903846153846,301.04302884615385,4.609615384615386,26.10889423076923,217.12187500000002,0.31875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tee Higgins,WR,CIN,0.0,0.0,0.0,0.0,74.89916666666667,1037.3258333333333,12.084166666666667,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tennessee Titans,DEF,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.85
Terrance Ferguson,TE,LAR,0.0,0.0,0.0,0.0,13.357142857142858,280.5,3.642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrell Jennings,RB,NE,0.0,0.0,180.14285714285714,1.7142857142857142,1.7142857142857142,15.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tetairoa McMillan,WR,CAR,0.0,0.0,0.0,0.0,70.0,1014.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tez Johnson,WR,TB,0.0,0.0,23.375,0.0,29.750000000000004,342.125,5.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romeo Doubs,WR,NE,0.0,0.0,0.0,0.0,58.55,750.1999999999999,6.699999999999999,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Rivers,RB,LAR,0.0,0.0,103.95454545454544,0.0,2.6666666666666665,14.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roschon Johnson,RB,CHI,0.0,0.0,130.14714285714285,2.1614285714285715,10.637142857142857,67.10142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Wilson,QB,NYG,2893.554545454545,15.701818181818181,298.0563636363636,1.2827272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Fitzgerald,K,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0
Ryan Flournoy,WR,DAL,0.0,0.0,18.75,0.0,34.54545454545455,402.61363636363643,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Darnold,QB,SEA,3584.285,24.26,113.82499999999999,0.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samaje Perine,RB,CIN,0.0,0.0,318.46,2.44,26.06,207.91,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
